Year,GeoAreaName,Activity,Value
2001,Belarus,TOTAL,50.9
2002,Belarus,ISIC4_C10T32X19,2.92
2002,Belarus,TOTAL,50.77
2003,Belarus,TOTAL,51.36
2003,Belarus,ISIC4_C10T32X19,3.28
2004,Belarus,ISIC4_C10T32X19,3.56
2004,Belarus,TOTAL,54.45
2005,Belarus,TOTAL,55
2005,Belarus,ISIC4_C10T32X19,3.66
2006,Belarus,ISIC4_C10T32X19,3.64
2006,Belarus,TOTAL,57.22
2007,Belarus,TOTAL,55.71
2007,Belarus,ISIC4_C10T32X19,3.9
2008,Belarus,ISIC4_C10T32X19,4.12
2008,Belarus,TOTAL,58.42
2009,Belarus,TOTAL,55.3
2009,Belarus,ISIC4_C10T32X19,3.74
2010,Belarus,ISIC4_C10T32X19,4.02
2010,Belarus,TOTAL,59.47
2011,Belarus,TOTAL,56.36
2011,Belarus,ISIC4_C10T32X19,4.21
2012,Belarus,ISIC4_C10T32X19,4.63
2012,Belarus,TOTAL,57.55
2013,Belarus,TOTAL,57.52
2013,Belarus,ISIC4_C10T32X19,4.73
2014,Belarus,ISIC4_C10T32X19,4.87
2014,Belarus,TOTAL,56.78
2015,Belarus,TOTAL,52.6
2015,Belarus,ISIC4_C10T32X19,4.06
2016,Belarus,TOTAL,53
2016,Belarus,ISIC4_C10T32X19,4.15
2017,Belarus,TOTAL,54.02
2017,Belarus,ISIC4_C10T32X19,4.28
2018,Belarus,ISIC4_C10T32X19,4.36
2018,Belarus,TOTAL,57.11
2019,Belarus,TOTAL,55.41
2019,Belarus,ISIC4_C10T32X19,4.47
2020,Belarus,ISIC4_C10T32X19,4.36
2020,Belarus,TOTAL,52.5
2000,Croatia,ISIC4_C10T32X19,2.59
2000,Croatia,TOTAL,16.78
2001,Croatia,TOTAL,17.75
2001,Croatia,ISIC4_C10T32X19,2.75
2002,Croatia,ISIC4_C10T32X19,2.63
2002,Croatia,TOTAL,18.85
2003,Croatia,TOTAL,20.18
2003,Croatia,ISIC4_C10T32X19,2.58
2004,Croatia,ISIC4_C10T32X19,3.06
2004,Croatia,TOTAL,19.58
2005,Croatia,TOTAL,19.9
2005,Croatia,ISIC4_C10T32X19,3.05
2006,Croatia,ISIC4_C10T32X19,3.16
2006,Croatia,TOTAL,19.96
2007,Croatia,TOTAL,21.21
2007,Croatia,ISIC4_C10T32X19,3.14
2008,Croatia,TOTAL,20.16
2008,Croatia,ISIC4_C10T32X19,3.12
2009,Croatia,TOTAL,19.06
2009,Croatia,ISIC4_C10T32X19,2.56
2010,Croatia,ISIC4_C10T32X19,2.45
2010,Croatia,TOTAL,18.25
2011,Croatia,TOTAL,17.95
2011,Croatia,ISIC4_C10T32X19,2.26
2012,Croatia,ISIC4_C10T32X19,1.95
2012,Croatia,TOTAL,16.37
2013,Croatia,TOTAL,15.87
2013,Croatia,ISIC4_C10T32X19,1.94
2014,Croatia,ISIC4_C10T32X19,1.93
2014,Croatia,TOTAL,15.01
2015,Croatia,TOTAL,15.43
2015,Croatia,ISIC4_C10T32X19,1.86
2016,Croatia,ISIC4_C10T32X19,1.86
2016,Croatia,TOTAL,15.8
2017,Croatia,TOTAL,16.12
2017,Croatia,ISIC4_C10T32X19,2.04
2018,Croatia,ISIC4_C10T32X19,2.03
2018,Croatia,TOTAL,15.22
2019,Croatia,TOTAL,15.34
2019,Croatia,ISIC4_C10T32X19,2
2020,Croatia,ISIC4_C10T32X19,2
2020,Croatia,TOTAL,14.41
2000,Cyprus,TOTAL,6.37
2000,Cyprus,ISIC4_C10T32X19,1.4
2001,Cyprus,ISIC4_C10T32X19,1.34
2001,Cyprus,TOTAL,6.25
2002,Cyprus,TOTAL,6.4
2002,Cyprus,ISIC4_C10T32X19,1.33
2003,Cyprus,ISIC4_C10T32X19,1.37
2003,Cyprus,TOTAL,7.08
2004,Cyprus,TOTAL,6.97
2004,Cyprus,ISIC4_C10T32X19,1.4
2005,Cyprus,ISIC4_C10T32X19,1.01
2005,Cyprus,TOTAL,7.11
2006,Cyprus,ISIC4_C10T32X19,0.89
2006,Cyprus,TOTAL,7.18
2007,Cyprus,ISIC4_C10T32X19,0.91
2007,Cyprus,TOTAL,7.5
2008,Cyprus,TOTAL,7.67
2008,Cyprus,ISIC4_C10T32X19,0.89
2009,Cyprus,ISIC4_C10T32X19,0.77
2009,Cyprus,TOTAL,7.6
2010,Cyprus,TOTAL,7.34
2010,Cyprus,ISIC4_C10T32X19,0.68
2011,Cyprus,ISIC4_C10T32X19,0.57
2011,Cyprus,TOTAL,7.09
2012,Cyprus,TOTAL,6.59
2012,Cyprus,ISIC4_C10T32X19,0.43
2013,Cyprus,ISIC4_C10T32X19,0.51
2013,Cyprus,TOTAL,5.68
2014,Cyprus,TOTAL,5.84
2014,Cyprus,ISIC4_C10T32X19,0.66
2015,Cyprus,ISIC4_C10T32X19,0.58
2015,Cyprus,TOTAL,5.98
2016,Cyprus,TOTAL,6.34
2016,Cyprus,ISIC4_C10T32X19,0.57
2017,Cyprus,ISIC4_C10T32X19,0.57
2017,Cyprus,TOTAL,6.44
2018,Cyprus,TOTAL,6.35
2018,Cyprus,ISIC4_C10T32X19,0.51
2019,Cyprus,ISIC4_C10T32X19,0.51
2019,Cyprus,TOTAL,6.4
2020,Cyprus,TOTAL,5.89
2020,Cyprus,ISIC4_C10T32X19,0.54
2000,Czechia,ISIC4_C10T32X19,23.19
2000,Czechia,TOTAL,122.78
2001,Czechia,ISIC4_C10T32X19,21.44
2001,Czechia,TOTAL,122.71
2002,Czechia,TOTAL,118.81
2002,Czechia,ISIC4_C10T32X19,19.61
2003,Czechia,ISIC4_C10T32X19,20.1
2003,Czechia,TOTAL,121.89
2004,Czechia,TOTAL,122.16
2004,Czechia,ISIC4_C10T32X19,20.21
2005,Czechia,ISIC4_C10T32X19,19.65
2005,Czechia,TOTAL,120.27
2006,Czechia,TOTAL,120.81
2006,Czechia,ISIC4_C10T32X19,19.35
2007,Czechia,ISIC4_C10T32X19,17.69
2007,Czechia,TOTAL,122.39
2008,Czechia,TOTAL,116.72
2008,Czechia,ISIC4_C10T32X19,16.71
2009,Czechia,ISIC4_C10T32X19,16.22
2009,Czechia,TOTAL,111.68
2010,Czechia,TOTAL,112.7
2010,Czechia,ISIC4_C10T32X19,12.79
2011,Czechia,ISIC4_C10T32X19,12.35
2011,Czechia,TOTAL,109.56
2012,Czechia,TOTAL,105.8
2012,Czechia,ISIC4_C10T32X19,12.09
2013,Czechia,ISIC4_C10T32X19,11.29
2013,Czechia,TOTAL,101.58
2014,Czechia,TOTAL,98.48
2014,Czechia,ISIC4_C10T32X19,11.09
2015,Czechia,TOTAL,99.61
2015,Czechia,ISIC4_C10T32X19,11.21
2016,Czechia,TOTAL,101.3
2016,Czechia,ISIC4_C10T32X19,10.93
2017,Czechia,ISIC4_C10T32X19,11.72
2017,Czechia,TOTAL,101.82
2018,Czechia,TOTAL,100.87
2018,Czechia,ISIC4_C10T32X19,11.96
2019,Czechia,ISIC4_C10T32X19,11.29
2019,Czechia,TOTAL,95.74
2020,Czechia,TOTAL,86.94
2020,Czechia,ISIC4_C10T32X19,11.5
2000,Denmark,TOTAL,50.79
2000,Denmark,ISIC4_C10T32X19,4.64
2001,Denmark,ISIC4_C10T32X19,4.77
2001,Denmark,TOTAL,52.38
2002,Denmark,TOTAL,52.09
2002,Denmark,ISIC4_C10T32X19,4.41
2003,Denmark,ISIC4_C10T32X19,4.48
2003,Denmark,TOTAL,57.48
2004,Denmark,TOTAL,51.82
2004,Denmark,ISIC4_C10T32X19,4.59
2005,Denmark,ISIC4_C10T32X19,4.38
2005,Denmark,TOTAL,48.47
2006,Denmark,TOTAL,56.4
2006,Denmark,ISIC4_C10T32X19,4.58
2007,Denmark,ISIC4_C10T32X19,4.44
2007,Denmark,TOTAL,51.64
2008,Denmark,TOTAL,48.68
2008,Denmark,ISIC4_C10T32X19,3.97
2009,Denmark,TOTAL,46.95
2009,Denmark,ISIC4_C10T32X19,3.24
2010,Denmark,TOTAL,47.27
2010,Denmark,ISIC4_C10T32X19,3.42
2011,Denmark,ISIC4_C10T32X19,3.41
2011,Denmark,TOTAL,42.05
2012,Denmark,TOTAL,37.15
2012,Denmark,ISIC4_C10T32X19,3.19
2013,Denmark,ISIC4_C10T32X19,2.96
2013,Denmark,TOTAL,38.88
2014,Denmark,TOTAL,34.69
2015,Malta,ISIC4_C10T32X19,0.05
2016,Malta,ISIC4_C10T32X19,0.05
2016,Malta,TOTAL,1.35
2017,Malta,TOTAL,1.52
2017,Malta,ISIC4_C10T32X19,0.05
2018,Malta,ISIC4_C10T32X19,0.04
2018,Malta,TOTAL,1.55
2019,Malta,TOTAL,1.66
2019,Malta,ISIC4_C10T32X19,0.03
2020,Malta,ISIC4_C10T32X19,0.03
2020,Malta,TOTAL,1.61
2014,Denmark,ISIC4_C10T32X19,2.97
2015,Denmark,ISIC4_C10T32X19,2.9
2015,Denmark,TOTAL,32.55
2016,Denmark,TOTAL,33.96
2016,Denmark,ISIC4_C10T32X19,3.01
2017,Denmark,ISIC4_C10T32X19,3.23
2017,Denmark,TOTAL,31.76
2018,Denmark,TOTAL,31.76
2018,Denmark,ISIC4_C10T32X19,3.2
2019,Denmark,ISIC4_C10T32X19,3.13
2019,Denmark,TOTAL,28.35
2020,Denmark,TOTAL,25.92
2020,Denmark,ISIC4_C10T32X19,3.14
2000,Estonia,ISIC4_C10T32X19,0.89
2000,Estonia,TOTAL,14.56
2001,Estonia,TOTAL,14.85
2001,Estonia,ISIC4_C10T32X19,1.08
2002,Estonia,ISIC4_C10T32X19,0.74
2002,Estonia,TOTAL,14.44
2003,Estonia,TOTAL,16.35
2003,Estonia,ISIC4_C10T32X19,0.83
2004,Estonia,ISIC4_C10T32X19,0.85
2000,Republic of Moldova,ISIC4_C10T32X19,0.4
2000,Republic of Moldova,TOTAL,6.54
2001,Republic of Moldova,TOTAL,6.84
2001,Republic of Moldova,ISIC4_C10T32X19,0.42
2002,Republic of Moldova,ISIC4_C10T32X19,0.42
2002,Republic of Moldova,TOTAL,6.96
2003,Republic of Moldova,TOTAL,7.52
2003,Republic of Moldova,ISIC4_C10T32X19,0.45
2004,Republic of Moldova,ISIC4_C10T32X19,0.48
2004,Republic of Moldova,TOTAL,7.49
2005,Republic of Moldova,TOTAL,7.81
2004,Estonia,TOTAL,16.39
2005,Estonia,TOTAL,16.44
2005,Estonia,ISIC4_C10T32X19,0.9
2006,Estonia,ISIC4_C10T32X19,0.87
2006,Estonia,TOTAL,15.68
2007,Estonia,TOTAL,19.17
2007,Estonia,ISIC4_C10T32X19,1.16
2008,Estonia,ISIC4_C10T32X19,1.04
2008,Estonia,TOTAL,16.88
2009,Estonia,ISIC4_C10T32X19,0.63
2009,Estonia,TOTAL,13.79
2005,Republic of Moldova,ISIC4_C10T32X19,0.99
2006,Republic of Moldova,ISIC4_C10T32X19,0.72
2006,Republic of Moldova,TOTAL,7.52
2007,Republic of Moldova,ISIC4_C10T32X19,0.84
2007,Republic of Moldova,TOTAL,7.44
2008,Republic of Moldova,ISIC4_C10T32X19,0.67
2008,Republic of Moldova,TOTAL,7.36
2009,Republic of Moldova,TOTAL,7.3
2009,Republic of Moldova,ISIC4_C10T32X19,0.58
2010,Republic of Moldova,ISIC4_C10T32X19,0.93
2010,Republic of Moldova,TOTAL,7.95
2011,Republic of Moldova,TOTAL,7.92
2011,Republic of Moldova,ISIC4_C10T32X19,1.02
2012,Republic of Moldova,ISIC4_C10T32X19,1.05
2012,Republic of Moldova,TOTAL,7.7
2013,Republic of Moldova,TOTAL,6.71
2013,Republic of Moldova,ISIC4_C10T32X19,0.77
2014,Republic of Moldova,ISIC4_C10T32X19,0.88
2014,Republic of Moldova,TOTAL,7.25
2015,Republic of Moldova,TOTAL,7.58
2015,Republic of Moldova,ISIC4_C10T32X19,0.75
2016,Republic of Moldova,ISIC4_C10T32X19,0.76
2010,Estonia,ISIC4_C10T32X19,0.67
2010,Estonia,TOTAL,18.19
2011,Estonia,TOTAL,18.09
2011,Estonia,ISIC4_C10T32X19,0.7
2012,Estonia,ISIC4_C10T32X19,0.66
2012,Estonia,TOTAL,16.58
2013,Estonia,TOTAL,18.45
2013,Estonia,ISIC4_C10T32X19,0.91
2014,Estonia,ISIC4_C10T32X19,0.66
2014,Estonia,TOTAL,17.17
2015,Estonia,TOTAL,14.17
2016,Republic of Moldova,TOTAL,7.71
2017,Republic of Moldova,TOTAL,7.53
2017,Republic of Moldova,ISIC4_C10T32X19,0.95
2018,Republic of Moldova,ISIC4_C10T32X19,1.05
2018,Republic of Moldova,TOTAL,7.96
2019,Republic of Moldova,TOTAL,8.28
2019,Republic of Moldova,ISIC4_C10T32X19,1.1
2020,Republic of Moldova,ISIC4_C10T32X19,0.77
2020,Republic of Moldova,TOTAL,8.03
2000,Montenegro,ISIC4_C10T32X19,NaN
2000,Montenegro,TOTAL,NaN
2001,Montenegro,ISIC4_C10T32X19,NaN
2001,Montenegro,TOTAL,NaN
2002,Montenegro,ISIC4_C10T32X19,NaN
2002,Montenegro,TOTAL,NaN
2003,Montenegro,TOTAL,NaN
2003,Montenegro,ISIC4_C10T32X19,NaN
2004,Montenegro,ISIC4_C10T32X19,NaN
2004,Montenegro,TOTAL,NaN
2005,Montenegro,TOTAL,2.01
2005,Montenegro,ISIC4_C10T32X19,0.37
2006,Montenegro,ISIC4_C10T32X19,0.34
2015,Estonia,ISIC4_C10T32X19,0.52
2016,Estonia,ISIC4_C10T32X19,0.51
2016,Estonia,TOTAL,15.72
2017,Estonia,TOTAL,16.47
2017,Estonia,ISIC4_C10T32X19,0.5
2018,Estonia,ISIC4_C10T32X19,0.51
2018,Estonia,TOTAL,15.42
2019,Estonia,TOTAL,9.77
2019,Estonia,ISIC4_C10T32X19,0.59
2020,Estonia,ISIC4_C10T32X19,0.33
2020,Estonia,TOTAL,7.08
2006,Montenegro,TOTAL,2.18
2007,Montenegro,TOTAL,2.1
2007,Montenegro,ISIC4_C10T32X19,0.45
2008,Montenegro,ISIC4_C10T32X19,0.48
2008,Montenegro,TOTAL,2.69
2009,Montenegro,TOTAL,1.75
2009,Montenegro,ISIC4_C10T32X19,0.25
2010,Montenegro,ISIC4_C10T32X19,0.12
2010,Montenegro,TOTAL,2.58
2011,Montenegro,TOTAL,2.54
2011,Montenegro,ISIC4_C10T32X19,0.1
2000,Finland,TOTAL,54.59
2000,Finland,ISIC4_C10T32X19,9.84
2001,Finland,TOTAL,60.59
2001,Finland,ISIC4_C10T32X19,9.78
2002,Finland,ISIC4_C10T32X19,9.41
2002,Finland,TOTAL,62.96
2003,Finland,TOTAL,71.24
2003,Finland,ISIC4_C10T32X19,9
2004,Finland,ISIC4_C10T32X19,9.16
2004,Finland,TOTAL,67.15
2005,Finland,TOTAL,54.92
2012,Montenegro,ISIC4_C10T32X19,0.11
2012,Montenegro,TOTAL,2.33
2013,Montenegro,TOTAL,2.27
2013,Montenegro,ISIC4_C10T32X19,0.17
2014,Montenegro,ISIC4_C10T32X19,0.16
2014,Montenegro,TOTAL,2.22
2015,Montenegro,TOTAL,2.36
2015,Montenegro,ISIC4_C10T32X19,0.16
2016,Montenegro,TOTAL,2.15
2016,Montenegro,ISIC4_C10T32X19,0.15
2017,Montenegro,TOTAL,2.27
2017,Montenegro,ISIC4_C10T32X19,0.17
2018,Montenegro,ISIC4_C10T32X19,0.16
2018,Montenegro,TOTAL,2.5
2019,Montenegro,TOTAL,2.6
2019,Montenegro,ISIC4_C10T32X19,0.17
2020,Montenegro,ISIC4_C10T32X19,0.16
2020,Montenegro,TOTAL,2.53
2000,Netherlands,TOTAL,161.62
2000,Netherlands,ISIC4_C10T32X19,22.62
2001,Netherlands,ISIC4_C10T32X19,22.59
2001,Netherlands,TOTAL,166.59
2002,Netherlands,TOTAL,166.9
2002,Netherlands,ISIC4_C10T32X19,23.18
2003,Netherlands,ISIC4_C10T32X19,23.45
2003,Netherlands,TOTAL,169.92
2004,Netherlands,TOTAL,171.66
2004,Netherlands,ISIC4_C10T32X19,23.14
2005,Netherlands,ISIC4_C10T32X19,22.9
2005,Netherlands,TOTAL,167.49
2006,Netherlands,TOTAL,163.26
2006,Netherlands,ISIC4_C10T32X19,23.74
2007,Netherlands,ISIC4_C10T32X19,23.92
2005,Finland,ISIC4_C10T32X19,8.67
2006,Finland,ISIC4_C10T32X19,8.66
2006,Finland,TOTAL,66.45
2007,Finland,TOTAL,64.5
2007,Finland,ISIC4_C10T32X19,8.23
2008,Finland,ISIC4_C10T32X19,7.77
2008,Finland,TOTAL,56.04
2009,Finland,TOTAL,53.8
2009,Finland,ISIC4_C10T32X19,6.31
2010,Finland,ISIC4_C10T32X19,7.87
2010,Finland,TOTAL,62
2007,Netherlands,TOTAL,164.12
2008,Netherlands,TOTAL,164.82
2008,Netherlands,ISIC4_C10T32X19,22.18
2009,Netherlands,ISIC4_C10T32X19,20.63
2009,Netherlands,TOTAL,160.07
2010,Netherlands,TOTAL,170.76
2010,Netherlands,ISIC4_C10T32X19,22.14
2011,Netherlands,TOTAL,158.41
2011,Netherlands,ISIC4_C10T32X19,21.24
2012,Netherlands,TOTAL,157.16
2012,Netherlands,ISIC4_C10T32X19,22.27
2013,Netherlands,ISIC4_C10T32X19,21.41
2013,Netherlands,TOTAL,156.79
2014,Netherlands,TOTAL,149.5
2014,Netherlands,ISIC4_C10T32X19,21.13
2015,Netherlands,ISIC4_C10T32X19,19.26
2015,Netherlands,TOTAL,157.11
2016,Netherlands,TOTAL,158.25
2016,Netherlands,ISIC4_C10T32X19,20.97
2017,Netherlands,ISIC4_C10T32X19,21.69
2017,Netherlands,TOTAL,155.4
2018,Netherlands,TOTAL,151.15
2011,Finland,TOTAL,54.57
2011,Finland,ISIC4_C10T32X19,7.19
2012,Finland,ISIC4_C10T32X19,6.42
2012,Finland,TOTAL,48.91
2013,Finland,TOTAL,49.71
2013,Finland,ISIC4_C10T32X19,6.22
2014,Finland,ISIC4_C10T32X19,6.23
2014,Finland,TOTAL,45.69
2015,Finland,ISIC4_C10T32X19,6.21
2015,Finland,TOTAL,42.35
2016,Finland,ISIC4_C10T32X19,6.29
2016,Finland,TOTAL,45.15
2017,Finland,TOTAL,42.41
2017,Finland,ISIC4_C10T32X19,6.1
2018,Finland,ISIC4_C10T32X19,6.28
2018,Finland,TOTAL,43.79
2019,Finland,TOTAL,40.4
2019,Finland,ISIC4_C10T32X19,5.93
2020,Finland,ISIC4_C10T32X19,5.5
2020,Finland,TOTAL,35.76
2000,France,TOTAL,364.68
2000,France,ISIC4_C10T32X19,52.22
2001,France,ISIC4_C10T32X19,55.5
2001,France,TOTAL,368.21
2002,France,TOTAL,362.52
2002,France,ISIC4_C10T32X19,52.09
2003,France,ISIC4_C10T32X19,51.5
2003,France,TOTAL,368.28
2004,France,TOTAL,368.88
2004,France,ISIC4_C10T32X19,48.17
2005,France,ISIC4_C10T32X19,50.54
2005,France,TOTAL,371.71
2006,France,TOTAL,362.43
2018,Netherlands,ISIC4_C10T32X19,21.08
2019,Netherlands,ISIC4_C10T32X19,20.33
2019,Netherlands,TOTAL,145.92
2020,Netherlands,TOTAL,130.31
2020,Netherlands,ISIC4_C10T32X19,20.42
2000,Norway,TOTAL,31.87
2000,Norway,ISIC4_C10T32X19,6.07
2001,Norway,ISIC4_C10T32X19,5.68
2001,Norway,TOTAL,32.92
2002,Norway,TOTAL,32.54
2002,Norway,ISIC4_C10T32X19,4.88
2003,Norway,TOTAL,35.11
2003,Norway,ISIC4_C10T32X19,6.11
2004,Norway,TOTAL,35.63
2004,Norway,ISIC4_C10T32X19,6.32
2005,Norway,ISIC4_C10T32X19,5.58
2005,Norway,TOTAL,34.55
2006,Norway,TOTAL,35.52
2006,Norway,ISIC4_C10T32X19,5.53
2007,Norway,ISIC4_C10T32X19,5.37
2007,Norway,TOTAL,36.09
2008,Norway,TOTAL,35.35
2006,France,ISIC4_C10T32X19,50.57
2007,France,ISIC4_C10T32X19,50.3
2007,France,TOTAL,353.57
2008,France,TOTAL,349.33
2008,France,ISIC4_C10T32X19,48.78
2009,France,TOTAL,336.2
2009,France,ISIC4_C10T32X19,38.13
2010,France,TOTAL,340.05
2010,France,ISIC4_C10T32X19,41.94
2011,France,ISIC4_C10T32X19,46.62
2011,France,TOTAL,326.97
2008,Norway,ISIC4_C10T32X19,5.46
2009,Norway,ISIC4_C10T32X19,4.48
2009,Norway,TOTAL,35.74
2010,Norway,TOTAL,38.72
2010,Norway,ISIC4_C10T32X19,5.54
2011,Norway,ISIC4_C10T32X19,5.58
2011,Norway,TOTAL,37.68
2012,Norway,TOTAL,37.4
2012,Norway,ISIC4_C10T32X19,5.43
2013,Norway,ISIC4_C10T32X19,5.41
2013,Norway,TOTAL,38.02
2012,France,TOTAL,330.81
2012,France,ISIC4_C10T32X19,44.27
2013,France,ISIC4_C10T32X19,45.39
2013,France,TOTAL,331.13
2014,France,TOTAL,299
2014,France,ISIC4_C10T32X19,42.88
2015,France,ISIC4_C10T32X19,41.01
2015,France,TOTAL,304.52
2016,France,TOTAL,307.17
2016,France,ISIC4_C10T32X19,42.93
2017,France,ISIC4_C10T32X19,38.01
2014,Norway,TOTAL,38.22
2014,Norway,ISIC4_C10T32X19,5.27
2015,Norway,ISIC4_C10T32X19,5.18
2015,Norway,TOTAL,38.91
2016,Norway,TOTAL,38.15
2016,Norway,ISIC4_C10T32X19,5.17
2017,Norway,ISIC4_C10T32X19,5.28
2017,Norway,TOTAL,37.97
2018,Norway,ISIC4_C10T32X19,5.28
2018,Norway,TOTAL,37.48
2019,Norway,ISIC4_C10T32X19,5.32
2017,France,TOTAL,311.21
2018,France,TOTAL,300.23
2018,France,ISIC4_C10T32X19,37.13
2019,France,ISIC4_C10T32X19,35.22
2019,France,TOTAL,293.74
2020,France,TOTAL,260.94
2020,France,ISIC4_C10T32X19,32.93
2000,Georgia,ISIC4_C10T32X19,0.59
2000,Georgia,TOTAL,4.63
2001,Georgia,TOTAL,3.38
2001,Georgia,ISIC4_C10T32X19,0.28
2019,Norway,TOTAL,36.58
2020,Norway,TOTAL,35.1
2020,Norway,ISIC4_C10T32X19,5.39
2000,Poland,TOTAL,289.59
2000,Poland,ISIC4_C10T32X19,44.05
2001,Poland,ISIC4_C10T32X19,39.36
2001,Poland,TOTAL,288.64
2002,Poland,TOTAL,282.61
2002,Poland,ISIC4_C10T32X19,37.34
2003,Poland,ISIC4_C10T32X19,36.59
2003,Poland,TOTAL,293.13
2004,Poland,TOTAL,296.75
2004,Poland,ISIC4_C10T32X19,37.29
2005,Poland,ISIC4_C10T32X19,32.76
2005,Poland,TOTAL,296.26
2006,Poland,TOTAL,308.08
2006,Poland,ISIC4_C10T32X19,32.64
2007,Poland,ISIC4_C10T32X19,34.93
2007,Poland,TOTAL,306.3
2008,Poland,TOTAL,301.6
2008,Poland,ISIC4_C10T32X19,30.76
2009,Poland,ISIC4_C10T32X19,26.63
2002,Georgia,ISIC4_C10T32X19,0.23
2002,Georgia,TOTAL,2.82
2003,Georgia,TOTAL,3.02
2003,Georgia,ISIC4_C10T32X19,0.31
2004,Georgia,ISIC4_C10T32X19,0.24
2004,Georgia,TOTAL,3.21
2005,Georgia,TOTAL,4.07
2005,Georgia,ISIC4_C10T32X19,0.27
2006,Georgia,ISIC4_C10T32X19,0.41
2006,Georgia,TOTAL,4.53
2007,Georgia,TOTAL,5.45
2009,Poland,TOTAL,291.47
2010,Poland,TOTAL,307.49
2010,Poland,ISIC4_C10T32X19,28.22
2011,Poland,ISIC4_C10T32X19,29.15
2011,Poland,TOTAL,303.19
2012,Poland,TOTAL,296.94
2012,Poland,ISIC4_C10T32X19,28.12
2013,Poland,TOTAL,292.41
2013,Poland,ISIC4_C10T32X19,27.96
2014,Poland,TOTAL,279.26
2014,Poland,ISIC4_C10T32X19,28.24
2015,Poland,ISIC4_C10T32X19,26.84
2015,Poland,TOTAL,282.71
2016,Poland,TOTAL,293.21
2016,Poland,ISIC4_C10T32X19,27.55
2017,Poland,ISIC4_C10T32X19,29.93
2017,Poland,TOTAL,305.73
2018,Poland,TOTAL,304.04
2018,Poland,ISIC4_C10T32X19,30.43
2019,Poland,ISIC4_C10T32X19,30.17
2019,Poland,TOTAL,287.2
2020,Poland,TOTAL,271.48
2007,Georgia,ISIC4_C10T32X19,0.45
2008,Georgia,ISIC4_C10T32X19,0.59
2008,Georgia,TOTAL,4.67
2009,Georgia,TOTAL,5.29
2009,Georgia,ISIC4_C10T32X19,0.64
2010,Georgia,ISIC4_C10T32X19,0.56
2010,Georgia,TOTAL,5
2011,Georgia,TOTAL,5.95
2011,Georgia,ISIC4_C10T32X19,1.01
2012,Georgia,ISIC4_C10T32X19,1.07
2012,Georgia,TOTAL,6.61
2020,Poland,ISIC4_C10T32X19,27.8
2000,Portugal,ISIC4_C10T32X19,9.74
2000,Portugal,TOTAL,57.85
2001,Portugal,TOTAL,57.76
2001,Portugal,ISIC4_C10T32X19,9.01
2002,Portugal,ISIC4_C10T32X19,8.92
2002,Portugal,TOTAL,61.7
2003,Portugal,TOTAL,56.91
2003,Portugal,ISIC4_C10T32X19,7.71
2004,Portugal,ISIC4_C10T32X19,6.97
2004,Portugal,TOTAL,58.13
2005,Portugal,TOTAL,61.39
2005,Portugal,ISIC4_C10T32X19,6.73
2006,Portugal,ISIC4_C10T32X19,6.66
2006,Portugal,TOTAL,56.45
2007,Portugal,TOTAL,54.63
2007,Portugal,ISIC4_C10T32X19,7.03
2008,Portugal,ISIC4_C10T32X19,6.33
2008,Portugal,TOTAL,52.83
2009,Portugal,TOTAL,53.08
2009,Portugal,ISIC4_C10T32X19,5.75
2010,Portugal,ISIC4_C10T32X19,5.87
2013,Georgia,ISIC4_C10T32X19,1.68
2013,Georgia,TOTAL,7.41
2014,Georgia,ISIC4_C10T32X19,1.58
2014,Georgia,TOTAL,8.03
2015,Georgia,TOTAL,8.73
2015,Georgia,ISIC4_C10T32X19,1.57
2016,Georgia,ISIC4_C10T32X19,1.44
2016,Georgia,TOTAL,9.12
2017,Georgia,TOTAL,9.12
2017,Georgia,ISIC4_C10T32X19,1.58
2018,Georgia,ISIC4_C10T32X19,1.65
2010,Portugal,TOTAL,47.56
2011,Portugal,TOTAL,47.06
2011,Portugal,ISIC4_C10T32X19,5.65
2012,Portugal,ISIC4_C10T32X19,5.08
2012,Portugal,TOTAL,45.67
2013,Portugal,TOTAL,43.74
2013,Portugal,ISIC4_C10T32X19,4.97
2014,Portugal,ISIC4_C10T32X19,5.19
2014,Portugal,TOTAL,42.84
2015,Portugal,TOTAL,46.93
2015,Portugal,ISIC4_C10T32X19,5.08
2018,Georgia,TOTAL,8.97
2019,Georgia,TOTAL,9.53
2019,Georgia,ISIC4_C10T32X19,1.42
2020,Georgia,ISIC4_C10T32X19,1.32
2020,Georgia,TOTAL,9.31
2000,Germany,TOTAL,812.31
2000,Germany,ISIC4_C10T32X19,99.95
2001,Germany,ISIC4_C10T32X19,93.81
2001,Germany,TOTAL,831.48
2002,Germany,TOTAL,817.9
2002,Germany,ISIC4_C10T32X19,93.35
2016,Portugal,TOTAL,46.4
2016,Portugal,ISIC4_C10T32X19,4.94
2017,Portugal,TOTAL,50.74
2017,Portugal,ISIC4_C10T32X19,5.24
2018,Portugal,ISIC4_C10T32X19,5.13
2018,Portugal,TOTAL,47.21
2019,Portugal,TOTAL,42.34
2019,Portugal,ISIC4_C10T32X19,5.07
2020,Portugal,ISIC4_C10T32X19,5.06
2020,Portugal,TOTAL,36.66
2000,Romania,TOTAL,86.2
2000,Romania,ISIC4_C10T32X19,17.8
2001,Romania,ISIC4_C10T32X19,19.27
2001,Romania,TOTAL,92.29
2002,Romania,TOTAL,90.94
2002,Romania,ISIC4_C10T32X19,20.11
