Year,GeoAreaName,Nature,Observation Status,Reporting Type,Units,Value
2001,Serbia,NA,O,G,NUMBER,NaN
2002,Serbia,NA,O,G,NUMBER,NaN
2003,Serbia,NA,O,G,NUMBER,NaN
2004,Serbia,NA,O,G,NUMBER,NaN
2005,Serbia,NA,O,G,NUMBER,NaN
2006,Serbia,NA,O,G,NUMBER,NaN
2007,Serbia,NA,O,G,NUMBER,NaN
2008,Serbia,NA,O,G,NUMBER,NaN
2009,Serbia,NA,O,G,NUMBER,NaN
2010,Serbia,NA,O,G,NUMBER,NaN
2011,Serbia,NA,O,G,NUMBER,NaN
2012,Serbia,NA,O,G,NUMBER,NaN
2013,Serbia,NA,O,G,NUMBER,NaN
2014,Serbia,NA,O,G,NUMBER,NaN
2018,France,C,A,G,NUMBER,12
2019,France,C,A,G,NUMBER,13
2020,France,C,E,G,NUMBER,13
2021,France,C,E,G,NUMBER,13
2022,France,C,E,G,NUMBER,13
2023,France,C,E,G,NUMBER,13
2016,Uzbekistan,NA,O,G,NUMBER,NaN
2017,Uzbekistan,NA,O,G,NUMBER,NaN
2018,Uzbekistan,NA,O,G,NUMBER,NaN
2019,Uzbekistan,NA,O,G,NUMBER,NaN
2020,Uzbekistan,NA,O,G,NUMBER,NaN
2021,Uzbekistan,NA,O,G,NUMBER,NaN
2022,Uzbekistan,NA,O,G,NUMBER,NaN
2023,Uzbekistan,NA,O,G,NUMBER,NaN
2015,Serbia,NA,O,G,NUMBER,NaN
2016,Serbia,NA,O,G,NUMBER,NaN
2017,Serbia,NA,O,G,NUMBER,NaN
2018,Serbia,NA,O,G,NUMBER,NaN
2019,Serbia,NA,O,G,NUMBER,NaN
2020,Serbia,C,A,G,NUMBER,0
2021,Serbia,C,E,G,NUMBER,0
2022,Serbia,C,A,G,NUMBER,0
2023,Serbia,C,E,G,NUMBER,0
2023,Serbia,C,E,G,NUMBER,0
