Year,GeoAreaName,Name of non-communicable disease,Sex,Value
2000,Spain,CAR,FEMALE,68560
2000,Spain,RES,FEMALE,16060
2000,Spain,CAN,BOTHSEX,94625
2000,Spain,CAR,BOTHSEX,125212
2000,Spain,DIA,BOTHSEX,9582
2000,Spain,RES,BOTHSEX,38399
2000,Spain,DIA,FEMALE,5926
2000,Spain,CAN,FEMALE,35459
2000,Spain,CAR,MALE,56652
2000,Spain,CAN,MALE,59166
2000,Spain,RES,MALE,22340
2000,Spain,DIA,MALE,3656
2005,Spain,CAR,FEMALE,68565
2005,Spain,CAN,FEMALE,37278
2005,Spain,CAR,MALE,57231
2005,Spain,RES,MALE,24380
2005,Spain,CAR,BOTHSEX,125796
2005,Spain,CAN,BOTHSEX,100276
2005,Spain,DIA,MALE,4222
2005,Spain,RES,BOTHSEX,42138
2005,Spain,DIA,BOTHSEX,10687
2005,Spain,RES,FEMALE,17757
2005,Spain,DIA,FEMALE,6465
2005,Spain,CAN,MALE,62997
2010,Spain,RES,FEMALE,15310
2010,Spain,RES,MALE,21625
2010,Spain,CAR,MALE,54448
2010,Spain,CAN,MALE,67102
2010,Spain,DIA,MALE,4252
2010,Spain,DIA,BOTHSEX,10215
2010,Spain,RES,BOTHSEX,36936
2010,Spain,CAN,BOTHSEX,108312
2010,Spain,CAR,BOTHSEX,119501
2010,Spain,DIA,FEMALE,5963
2010,Spain,CAR,FEMALE,65053
2010,Spain,CAN,FEMALE,41211
2015,Spain,CAR,BOTHSEX,123909
2015,Spain,DIA,FEMALE,5994
2015,Spain,CAN,FEMALE,43099
2015,Spain,RES,FEMALE,19793
2015,Spain,CAR,FEMALE,67736
2015,Spain,CAN,MALE,67435
2015,Spain,RES,BOTHSEX,45396
2015,Spain,CAN,BOTHSEX,110534
2015,Spain,DIA,BOTHSEX,10553
2015,Spain,DIA,MALE,4559
2015,Spain,RES,MALE,25603
2015,Spain,CAR,MALE,56173
2019,Spain,CAR,FEMALE,62825
2019,Spain,CAN,FEMALE,43335
2019,Spain,DIA,FEMALE,5315
2019,Spain,RES,FEMALE,19316
2019,Spain,DIA,BOTHSEX,9707
2019,Spain,CAN,MALE,66393
2019,Spain,CAR,BOTHSEX,117937
2019,Spain,CAN,BOTHSEX,109727
2019,Spain,DIA,MALE,4392
2019,Spain,RES,MALE,24236
2019,Spain,CAR,MALE,55111
2019,Spain,RES,BOTHSEX,43552
2000,Sweden,CAR,MALE,20743
2000,Sweden,DIA,MALE,870
2000,Sweden,DIA,BOTHSEX,1827
2000,Sweden,CAN,MALE,11289
2000,Sweden,RES,BOTHSEX,4641
2000,Sweden,DIA,FEMALE,958
2000,Sweden,CAR,FEMALE,22644
2000,Sweden,RES,FEMALE,2229
2000,Sweden,CAN,FEMALE,10383
2000,Sweden,RES,MALE,2411
2000,Sweden,CAR,BOTHSEX,43388
2000,Sweden,CAN,BOTHSEX,21673
2005,Sweden,DIA,BOTHSEX,2051
2005,Sweden,CAN,FEMALE,10679
2005,Sweden,DIA,FEMALE,1062
2005,Sweden,CAN,MALE,11801
2005,Sweden,CAR,FEMALE,20270
2005,Sweden,CAR,BOTHSEX,38974
2005,Sweden,CAN,BOTHSEX,22480
2005,Sweden,RES,BOTHSEX,4709
2005,Sweden,RES,FEMALE,2323
2005,Sweden,CAR,MALE,18704
2005,Sweden,DIA,MALE,989
2005,Sweden,RES,MALE,2386
2010,Sweden,CAR,BOTHSEX,36694
2010,Sweden,DIA,BOTHSEX,2038
2010,Sweden,CAR,FEMALE,19412
2010,Sweden,RES,FEMALE,2456
2010,Sweden,DIA,FEMALE,990
2010,Sweden,RES,BOTHSEX,4842
2010,Sweden,CAN,BOTHSEX,22687
2010,Sweden,CAR,MALE,17282
2010,Sweden,CAN,MALE,11838
2010,Sweden,RES,MALE,2386
2010,Sweden,DIA,MALE,1048
2010,Sweden,CAN,FEMALE,10849
2015,Sweden,CAR,BOTHSEX,32458
2015,Sweden,CAN,BOTHSEX,23302
2015,Sweden,DIA,BOTHSEX,2123
2015,Sweden,RES,FEMALE,2736
2015,Sweden,CAR,FEMALE,16713
2015,Sweden,RES,BOTHSEX,5221
2015,Sweden,DIA,FEMALE,1009
2015,Sweden,CAN,FEMALE,11075
2015,Sweden,RES,MALE,2485
2015,Sweden,CAR,MALE,15745
2015,Sweden,DIA,MALE,1114
2015,Sweden,CAN,MALE,12227
2019,Sweden,RES,BOTHSEX,5584
2019,Sweden,DIA,BOTHSEX,2323
2019,Sweden,CAN,BOTHSEX,23084
2019,Sweden,CAR,BOTHSEX,29714
2019,Sweden,CAR,FEMALE,15105
2019,Sweden,CAN,MALE,12153
2019,Sweden,CAN,FEMALE,10931
2019,Sweden,RES,FEMALE,3003
2019,Sweden,DIA,FEMALE,1080
2019,Sweden,CAR,MALE,14609
2019,Sweden,RES,MALE,2581
2019,Sweden,DIA,MALE,1242
2000,Switzerland,RES,BOTHSEX,3499
2000,Switzerland,DIA,BOTHSEX,1593
2000,Switzerland,CAR,BOTHSEX,24412
2000,Switzerland,CAN,BOTHSEX,15891
2000,Switzerland,RES,MALE,1973
2000,Switzerland,CAN,MALE,8788
2000,Switzerland,CAR,FEMALE,13672
2000,Switzerland,DIA,FEMALE,955
2000,Switzerland,RES,FEMALE,1526
2000,Switzerland,CAN,FEMALE,7104
2000,Switzerland,DIA,MALE,638
2000,Switzerland,CAR,MALE,10740
2005,Switzerland,DIA,BOTHSEX,1456
2005,Switzerland,RES,BOTHSEX,3337
2005,Switzerland,CAN,BOTHSEX,15824
2005,Switzerland,DIA,MALE,630
2005,Switzerland,CAR,MALE,10126
2005,Switzerland,CAN,MALE,8863
2005,Switzerland,CAR,BOTHSEX,22408
2005,Switzerland,CAN,FEMALE,6961
2005,Switzerland,CAR,FEMALE,12281
2005,Switzerland,DIA,FEMALE,826
2005,Switzerland,RES,FEMALE,1449
2005,Switzerland,RES,MALE,1888
2010,Switzerland,CAN,FEMALE,7448
2010,Switzerland,DIA,FEMALE,700
2010,Switzerland,RES,BOTHSEX,3304
2010,Switzerland,CAR,BOTHSEX,21713
2010,Switzerland,CAR,FEMALE,11870
2010,Switzerland,RES,FEMALE,1466
2010,Switzerland,CAR,MALE,9843
2010,Switzerland,RES,MALE,1837
2010,Switzerland,CAN,MALE,9373
2010,Switzerland,DIA,MALE,581
2010,Switzerland,CAN,BOTHSEX,16821
2010,Switzerland,DIA,BOTHSEX,1281
2015,Switzerland,CAR,BOTHSEX,21886
2015,Switzerland,CAR,FEMALE,12107
2015,Switzerland,CAR,MALE,9779
2015,Switzerland,DIA,MALE,660
2015,Switzerland,RES,MALE,1976
2015,Switzerland,CAN,MALE,10064
2015,Switzerland,CAN,BOTHSEX,18102
2015,Switzerland,DIA,BOTHSEX,1381
2015,Switzerland,RES,BOTHSEX,3719
2015,Switzerland,RES,FEMALE,1742
2015,Switzerland,DIA,FEMALE,720
2015,Switzerland,CAN,FEMALE,8037
2019,Switzerland,CAN,FEMALE,8381
2019,Switzerland,CAR,MALE,9734
2019,Switzerland,CAR,FEMALE,11583
2019,Switzerland,RES,MALE,2027
2019,Switzerland,CAN,MALE,10388
2019,Switzerland,CAR,BOTHSEX,21318
2000,Poland,CAN,BOTHSEX,90137
2000,Poland,CAR,MALE,86444
2000,Poland,CAN,MALE,51496
2000,Poland,RES,MALE,9834
2000,Poland,DIA,MALE,2199
2000,Poland,RES,FEMALE,5652
2005,Poland,RES,BOTHSEX,16048
2019,Switzerland,RES,BOTHSEX,3850
2019,Switzerland,DIA,BOTHSEX,1412
2019,Switzerland,CAN,BOTHSEX,18768
2019,Switzerland,DIA,FEMALE,692
2019,Switzerland,RES,FEMALE,1823
2019,Uzbekistan,CAR,MALE,50972
2019,Uzbekistan,CAN,MALE,8028
2019,Uzbekistan,DIA,MALE,3532
2019,Greece,CAR,BOTHSEX,42272
2019,Greece,CAR,FEMALE,21900
2019,Greece,DIA,FEMALE,1168
2019,Greece,RES,FEMALE,4912
2019,Greece,CAN,FEMALE,12145
2019,Greece,CAN,MALE,18747
2019,Greece,CAN,MALE,18747
